,STYLE_NAME,STLYE,CT
217065,KOLSCH MELON DE BOURGOGNE,BEER_MICRO WINE_VARIETAL,75
104610,LEES BRANDY AQUAVIT,SPIRITS_TYPE SPIRITS_BROAD,77
196508,SYMPHONY BAROLO,WINE_VARIETAL WINE_VARIETAL,211
29663,AMERICAN PALE ALE SHERRY,BEER_MICRO WINE_STYLE,75
25365,NEW ENGLAND IPA MACADAMIA,BEER_MICRO FLAVOR_STYLE,75
66224,VIGNOLES BRANDY LIQUEUR or CORDIAL,WINE_VARIETAL SPIRITS_TYPE,211
104065,BLACK IPA or CASCADIAN DARK ALE GIN,BEER_MICRO SPIRITS_BROAD,75
90688,LIGHT WHISKY ENGLISH STRONG BITTER (ESB),SPIRITS_TYPE BEER_MICRO,77
182142,COGNAC TRIOMPHE D’ALSACE,SPIRITS_TYPE WINE_VARIETAL,77
118217,VIGNOLES FRUIT BRANDY,WINE_VARIETAL SPIRITS_TYPE,211
42876,EAU DE VIE BERLINER WEISSE,WINE_VARIETAL BEER_MICRO,211
190067,BLENDED LIGHT WHISKY VIDAL BLANC,SPIRITS_TYPE WINE_VARIETAL,77
227216,CHARBONO NOIRET,WINE_VARIETAL WINE_VARIETAL,211
211763,CANNONAU KERNER,WINE_VARIETAL WINE_VARIETAL,211
71494,KIR IRISH WHISKY,WINE_VARIETAL SPIRITS_TYPE,211
50000,ELDERBERRY ALMOND,WINE_VARIETAL FLAVOR_STYLE,211
123089,OATMEAL STOUT RAISIN BRANDY,BEER_MICRO SPIRITS_TYPE,75
113219,TOKAY COGNAC,WINE_VARIETAL SPIRITS_TYPE,211
34623,BANYLUS VIENNA LAGER,WINE_VARIETAL BEER_MICRO,211
174798,WHEAT WHISKY TREIXADURA,SPIRITS_TYPE WINE_VARIETAL,77
92480,GEWÜRZTRAMINER WILD ALE,WINE_VARIETAL BEER_MICRO,211
100330,DIAGINJO KIWI,WINE_SUBSTYLE FLAVOR_STYLE,18
94165,WILD BERRY GRAPEFRUIT,FLAVOR_STYLE FLAVOR_STYLE,57
77303,SAISON BANYLUS,BEER_MICRO WINE_VARIETAL,75
54911,DISTILLED SPIRITS SPECIALTY TOMATO,SPIRITS_BROAD FLAVOR_STYLE,13
201269,CANNONAU LAMBRUSCO,WINE_VARIETAL WINE_VARIETAL,211
141263,DUNKELWEIZEN SANGIOVESE,BEER_MICRO WINE_VARIETAL,75
60047,TRAMINER RYE WHISKY,WINE_VARIETAL SPIRITS_TYPE,211
195649,BLACK IPA or CASCADIAN DARK ALE AMARONE,BEER_MICRO WINE_VARIETAL,75
32687,BRANDY LIQUEUR or CORDIAL PILSNER or PILSENER,SPIRITS_TYPE BEER_MICRO,77
214850,HONEY MÜLLER-THURGAU,FLAVOR_STYLE WINE_VARIETAL,57
117182,SAUVIGNON BLANC GRAPPA BRANDY,WINE_VARIETAL SPIRITS_TYPE,211
41384,AUSLESE LIGHT LAGER,WINE_VARIETAL BEER_MICRO,211
172420,BLENDED RYE WHISKY GRÜNER VELTLINER,SPIRITS_TYPE WINE_VARIETAL,77
8299,BLUE RASPBERRY IMPERIAL or DOUBLE IPA,FLAVOR_STYLE BEER_MICRO,57
114147,SPIRIT WHISKY BLENDED MALT WHISKY,SPIRITS_TYPE SPIRITS_TYPE,77
38297,BLENDED CORN WHISKY BLONDE ALE,SPIRITS_TYPE BEER_MICRO,77
179192,SAUVIGNON BLANC MADELEINE ANGEVINE,WINE_VARIETAL WINE_VARIETAL,211
74426,RAUCHBIER GINJO,BEER_MICRO WINE_SUBSTYLE,75
196257,RUM BAROLO,SPIRITS_BROAD WINE_VARIETAL,13
93960,VINHO VERDE CRANBERRY,WINE_VARIETAL FLAVOR_STYLE,211
224702,WINTER WARMER NIGORI,BEER_MICRO WINE_SUBSTYLE,75
77972,BLENDED LIGHT WHISKY BARBARESCO,SPIRITS_TYPE WINE_VARIETAL,77
91133,LAMBIC or GUEUZE BRUT IPA,BEER_MICRO BEER_MICRO,75
78819,POMEGRANATE CHARBONO,FLAVOR_STYLE WINE_VARIETAL,57
163754,WHEAT MASH WHISKY TEROLDEGO,SPIRITS_TYPE WINE_VARIETAL,77
43574,EISWEIN CREAM ALE,WINE_VARIETAL BEER_MICRO,211
132933,MARC AROMATIC,WINE_VARIETAL WINE_SUBSTYLE,211
145174,ALICANTE BOUSCHET FRASCATI,WINE_VARIETAL WINE_VARIETAL,211
57564,SCHEUREBE GUAVA,WINE_VARIETAL FLAVOR_STYLE,211
185025,ORTEGA MUSCADINE,WINE_VARIETAL WINE_VARIETAL,211
29000,SIEGERREBE ROCK AND BOURBON,WINE_VARIETAL SPIRITS_TYPE,211
150851,STRAWBERRY SOUZÃO,FLAVOR_STYLE WINE_VARIETAL,57
190563,ROCK AND RYE BLAUFRÄNKISCH,SPIRITS_TYPE WINE_VARIETAL,77
142624,ALE GREEN HUNGARIAN,BEER_STYLE WINE_VARIETAL,8
210540,MARECHAL FOCH POMEGRANATE,WINE_VARIETAL WINE_VARIETAL,211
99067,MARSANNE LAVENDER,WINE_VARIETAL FLAVOR_STYLE,211
68466,AMARETTO SUBSTANDARD BRANDY,SPIRITS_TYPE SPIRITS_TYPE,77
4094,ASTI SPUMANTE WEIZENBOCK,WINE_VARIETAL BEER_MICRO,211
194609,LEMBERGER TRIPLE SEC,WINE_VARIETAL SPIRITS_TYPE,211
144818,CHAMPAGNE CONSTANTIA,WINE_VARIETAL WINE_VARIETAL,211
97305,CHANCELLOR (NOIR) PEACH,WINE_VARIETAL FLAVOR_STYLE,211
57172,LIGHT BODY COCONUT,WINE_SUBSTYLE FLAVOR_STYLE,18
224043,SAUTERNS LOUISE SWENSON,WINE_VARIETAL WINE_VARIETAL,211
155092,PILSNER or PILSENER ST. PEPIN,BEER_MICRO WINE_VARIETAL,75
37232,LAMBIC or GUEUZE SCOTTISH ALE,BEER_MICRO BEER_MICRO,75
89938,SHERRY CHOCOLATE or COCOA BEER,WINE_STYLE BEER_MICRO,13
178751,POMEGRANATE GEISENHEIM,WINE_VARIETAL WINE_VARIETAL,211
167579,STRAIGHT WHEAT WHISKY TUPELO HONEY MEAD,SPIRITS_TYPE WINE_VARIETAL,77
95446,ORANGE PAPAYA,FLAVOR_STYLE FLAVOR_STYLE,57
90680,TANGERINE ENGLISH STRONG BITTER (ESB),FLAVOR_STYLE BEER_MICRO,57
156772,MOSCATO PINOT NOIR,WINE_VARIETAL WINE_VARIETAL,211
140089,MARSANNE MARC,WINE_VARIETAL WINE_VARIETAL,211
199382,NEBBIOLO MALBEC,WINE_VARIETAL WINE_VARIETAL,211
215376,RYE LIQUEUR or CORDIAL FRONTENAC GRIS,SPIRITS_TYPE WINE_VARIETAL,77
42485,ENGLISH STRONG BITTER (ESB) BERLINER WEISSE,BEER_MICRO BEER_MICRO,75
162198,ROGGENBIER or RYE BEER NIAGARA,BEER_MICRO WINE_VARIETAL,75
84267,LAMBRUSCO SHERRY,WINE_VARIETAL WINE_VARIETAL,211
36392,COMPOUNDED GIN DRY STOUT,SPIRITS_TYPE BEER_MICRO,77
76438,RASPBERRY JUKUSHU,FLAVOR_STYLE WINE_SUBSTYLE,57
140657,GEWÜRZTRAMINER MARSALA,WINE_VARIETAL WINE_VARIETAL,211
183517,MARQUETTE LANDOT NOIR,WINE_VARIETAL WINE_VARIETAL,211
67762,SCOTTISH ALE BLENDED RYE WHISKY,BEER_MICRO SPIRITS_TYPE,75
133606,ORANGE ALIGOTÉ,FLAVOR_STYLE WINE_VARIETAL,57
39137,OATMEAL STOUT ADJUNCT LAGER,BEER_MICRO BEER_MICRO,75
36104,PINOT NOIR SCOTCH ALE,WINE_VARIETAL BEER_MICRO,211
106602,SAMBUCA VODKA,SPIRITS_TYPE SPIRITS_TYPE,77
47136,FUMÉ BLANC BLACK CHERRY,WINE_VARIETAL FLAVOR_STYLE,211
175721,IMPERIAL RED ALE VERDICCHIO,BEER_MICRO WINE_VARIETAL,75
95440,MILD ALE PAPAYA,BEER_MICRO FLAVOR_STYLE,75
5663,BAROLO SCHWARZBIER,WINE_VARIETAL BEER_MICRO,211
55020,MADEIRA TOMATO,WINE_VARIETAL FLAVOR_STYLE,211
74635,BLENDED RYE WHISKY GINJO,SPIRITS_TYPE WINE_SUBSTYLE,77
77627,POMEGRANATE BANYLUS,WINE_VARIETAL WINE_VARIETAL,211
218660,PEAR MANZANILLA,FLAVOR_STYLE WINE_VARIETAL,57
8100,VINHO VERDE MILD ALE,WINE_VARIETAL BEER_MICRO,211
210301,KIR NOBLE MUSCADINE,WINE_VARIETAL WINE_VARIETAL,211
189241,MARQUETTE COUNOISE,WINE_VARIETAL WINE_VARIETAL,211
11809,PINOT MEUNIER HEFEWEIZEN,WINE_VARIETAL BEER_MICRO,211
90312,SOUSHU AMERICAN PALE ALE,WINE_SUBSTYLE BEER_MICRO,18
74314,PROSECCO DIAGINJO,WINE_VARIETAL WINE_SUBSTYLE,211
209267,ROUGEON LACROSSE,WINE_VARIETAL WINE_VARIETAL,211
160074,BANYLUS ERBALUCE,WINE_VARIETAL WINE_VARIETAL,211
138721,MARSALA GATTINARA,WINE_VARIETAL WINE_VARIETAL,211
197881,REDISTILLED GIN AROMELLA,SPIRITS_TYPE WINE_VARIETAL,77
199460,CHILE BEER AGLIANCO,BEER_MICRO WINE_VARIETAL,75
105217,ALIGOTÉ BITTERS,WINE_VARIETAL SPIRITS_BROAD,211
82789,VINS DOUX NATURELS PETITE SIRAH,WINE_STYLE WINE_VARIETAL,13
181828,SHANDY TRIOMPHE D’ALSACE,BEER_MICRO WINE_VARIETAL,75
33782,ELDERBERRY IMPERIAL STOUT,WINE_VARIETAL BEER_MICRO,211
20948,CRÉMANT MIXED,WINE_VARIETAL FLAVOR_BROAD,211
122850,SAKE PEPPERMINT SCHNAPPS,WINE_STYLE SPIRITS_TYPE,13
123307,KUMMEL RAISIN BRANDY,SPIRITS_TYPE SPIRITS_TYPE,77
199790,BOURBON MASH WHISKY AGLIANCO,SPIRITS_TYPE WINE_VARIETAL,77
116839,CHARDONNAY SLIVOVITZ,WINE_VARIETAL SPIRITS_TYPE,211
179933,BLACK CHERRY NORTON,FLAVOR_STYLE WINE_VARIETAL,57
199020,PECAN MALBEC,FLAVOR_STYLE WINE_VARIETAL,57
53709,CABERNET SAUVIGNON MAPLE,WINE_VARIETAL FLAVOR_STYLE,211
174039,UME SHU SYMPHONY,WINE_SUBSTYLE WINE_VARIETAL,18
193399,ADVOCAAT BLENDED CORN WHISKY,SPIRITS_BROAD SPIRITS_TYPE,13
125305,SOAVE CREME DE,WINE_VARIETAL SPIRITS_TYPE,211
17857,ALMOND ALTBIER,FLAVOR_STYLE BEER_MICRO,57
101477,POMEGRANATE ACAI,WINE_VARIETAL FLAVOR_STYLE,211
130366,POMACE or MARC BRANDY MEDIUM SWEET,SPIRITS_TYPE WINE_SUBSTYLE,77
90636,READY TO DRINK (RTD) or PRE-MIX COCKTAIL ENGLISH STRONG BITTER (ESB),BEER_STYLE BEER_MICRO,8
162162,VERMENTINO NEGRETTE,WINE_VARIETAL WINE_VARIETAL,211
157720,NORTON UGNI BLANC,WINE_VARIETAL WINE_VARIETAL,211
200415,HERB or SPICE BEER GRENACHE,BEER_MICRO WINE_VARIETAL,75
151863,MUSCAT OTTONEL BOAL,WINE_VARIETAL WINE_VARIETAL,211
43809,BLENDED WHEAT WHISKY CREAM ALE,SPIRITS_TYPE BEER_MICRO,77
48601,MEAD CHERRY LIMEADE,WINE_VARIETAL FLAVOR_STYLE,211
113316,COMMANDARIA COGNAC,WINE_STYLE SPIRITS_TYPE,13
186546,IMPERIAL or BALTIC PORTER EISWEIN,BEER_MICRO WINE_VARIETAL,75
133556,NEBBIOLO ALBARIÑO,WINE_VARIETAL WINE_VARIETAL,211
206992,CHARDONNAY MUSCAT OTTONEL,WINE_VARIETAL WINE_VARIETAL,211
208673,SCOTCH WHISKY TRAMINETTE,SPIRITS_TYPE WINE_VARIETAL,77
59938,CHENIN BLANC RYE WHISKY,WINE_VARIETAL SPIRITS_TYPE,211
122453,ROUGEON CANADIAN WHISKY,WINE_VARIETAL SPIRITS_TYPE,211
183097,RESIDUE BRANDY PINOT GRIS,SPIRITS_TYPE WINE_VARIETAL,77
153190,BARLEYWINE SAUVIGNON BLANC,BEER_MICRO WINE_VARIETAL,75
95343,GRENACHE LIME,WINE_VARIETAL FLAVOR_STYLE,211
206881,LUCIE KUHLMANN MUSCAT OTTONEL,WINE_VARIETAL WINE_VARIETAL,211
60659,ROBUST PORTER STRAIGHT RYE WHISKY,BEER_MICRO SPIRITS_TYPE,75
113174,MAPLE COGNAC,FLAVOR_STYLE SPIRITS_TYPE,57
201925,OUZO MEAD,SPIRITS_TYPE WINE_VARIETAL,77
184498,LANDOT NOIR NERO D’AVOLA,WINE_VARIETAL WINE_VARIETAL,211
200746,RESIDUE BRANDY GRENACHE,SPIRITS_TYPE WINE_VARIETAL,77
56999,RYE MASH WHISKY COCONUT,SPIRITS_TYPE FLAVOR_STYLE,77
5988,MARSALA RAUCHBIER,WINE_STYLE BEER_MICRO,13
197464,STAR THISTLE HONEY MEAD TOKAY,WINE_VARIETAL WINE_VARIETAL,211
198534,VARIETY CABERNET FRANC,FLAVOR_BROAD WINE_VARIETAL,5
112885,CHENIN BLANC DISTILLED GIN,WINE_VARIETAL SPIRITS_TYPE,211
89795,STRAWBERRY CHOCOLATE or COCOA BEER,FLAVOR_STYLE BEER_MICRO,57
26000,BLENDED MALT WHISKY LIQUEUR or CORDIAL,SPIRITS_TYPE SPIRITS_BROAD,77
107089,KUMMEL BOURBON WHISKY,SPIRITS_TYPE SPIRITS_TYPE,77
225901,BLANC DE NOIRS DELAWARE,WINE_VARIETAL WINE_VARIETAL,211
126121,LEMON CALVADOS,FLAVOR_STYLE SPIRITS_TYPE,57
187028,CHERRY SAUTERNS,FLAVOR_STYLE WINE_VARIETAL,57
91861,ALIGOTÉ HELLES,WINE_VARIETAL BEER_MICRO,211
9402,LA CRESCENT SAISON,WINE_VARIETAL BEER_MICRO,211
92862,SCHEUREBE KOLSCH,WINE_VARIETAL BEER_MICRO,211
98348,GRISETTE ORANGE,BEER_MICRO FLAVOR_STYLE,75
68348,BLENDED CORN WHISKY SUBSTANDARD BRANDY,SPIRITS_TYPE SPIRITS_TYPE,77
227482,MÜLLER-THURGAU NOIRET,WINE_VARIETAL WINE_VARIETAL,211
219529,PAPAYA VERMENTINO,FLAVOR_STYLE WINE_VARIETAL,57
89102,SIEGERREBE WINTER WARMER,WINE_VARIETAL BEER_MICRO,211
161203,LOUISE SWENSON MARQUIS,WINE_VARIETAL WINE_VARIETAL,211
118165,LIEBFRAUMILCH FRUIT BRANDY,WINE_VARIETAL SPIRITS_TYPE,211
203048,RAYON D'OR PINOT BLANC,WINE_VARIETAL WINE_VARIETAL,211
123239,SHERRY RAISIN BRANDY,WINE_VARIETAL SPIRITS_TYPE,211
14628,SÉMILLON WHEATWINE,WINE_VARIETAL BEER_MICRO,211
184324,LIME NERO D’AVOLA,FLAVOR_STYLE WINE_VARIETAL,57
101728,COLA CARAMEL,FLAVOR_STYLE FLAVOR_STYLE,57
168444,PINOTAGE VERDELHO,WINE_VARIETAL WINE_VARIETAL,211
104120,MALT WHISKY GIN,SPIRITS_TYPE SPIRITS_BROAD,77
85265,MADELEINE SYLVANER STAR THISTLE HONEY MEAD,WINE_VARIETAL WINE_VARIETAL,211
189001,PAPAYA COUNOISE,FLAVOR_STYLE WINE_VARIETAL,57
45938,TRIPLE SEC SHANDY,SPIRITS_TYPE BEER_MICRO,77
48260,DRY STOUT CHERRY LIMEADE,BEER_MICRO FLAVOR_STYLE,75
183195,AMERICAN LAGER LANDOT NOIR,BEER_MICRO WINE_VARIETAL,75
187545,NEW ENGLAND IPA ACAI,BEER_MICRO WINE_VARIETAL,75
170275,STAR THISTLE HONEY MEAD VALVIN MUSCAT,WINE_VARIETAL WINE_VARIETAL,211
5017,CREME DE MARZEN or OKTOBERFEST,SPIRITS_TYPE BEER_MICRO,77
183582,NIGORI LANDOT NOIR,WINE_SUBSTYLE WINE_VARIETAL,18
167163,LIQUEUR or CORDIAL LÉON MILLOT,SPIRITS_BROAD WINE_VARIETAL,13
135475,CIDER BEAUJOLAIS,BEER_STYLE WINE_VARIETAL,8
57544,VALPOLICELLA GUAVA,WINE_VARIETAL FLAVOR_STYLE,211
79941,BOAL CHENIN BLANC,WINE_VARIETAL WINE_VARIETAL,211
200229,SABREVOIS CHÂTEAUNEUF-DU-PAPE,WINE_VARIETAL WINE_VARIETAL,211
30192,KIRSCHWASSER OAKY,SPIRITS_TYPE WINE_SUBSTYLE,77
196166,STRAWBERRY BAROLO,FLAVOR_STYLE WINE_VARIETAL,57
219429,MAIBOCK or HELLES BOCK VERMENTINO,BEER_MICRO WINE_VARIETAL,75
197633,BLEND AROMELLA,WINE_STYLE WINE_VARIETAL,13
129026,RYE MASH WHISKY MARSALA,SPIRITS_TYPE WINE_STYLE,77
107771,NEGRETTE WHEAT WHISKY,WINE_VARIETAL SPIRITS_TYPE,211
85017,PECAN STAR THISTLE HONEY MEAD,FLAVOR_STYLE WINE_VARIETAL,57
45785,LEMBERGER KRISTALLWEIZEN,WINE_VARIETAL BEER_MICRO,211
44493,TEQUILA DUNKELWEIZEN,SPIRITS_BROAD BEER_MICRO,13
213126,MUSCADET VIOGNIER,WINE_VARIETAL WINE_VARIETAL,211
48469,MALBEC CHERRY LIMEADE,WINE_VARIETAL FLAVOR_STYLE,211
131607,ROUSSANNE SOUSHU,WINE_VARIETAL WINE_SUBSTYLE,211
83967,ADJUNCT LAGER SHERRY,BEER_MICRO WINE_VARIETAL,75
149720,GEWÜRZTRAMINER EAU DE VIE,WINE_VARIETAL WINE_VARIETAL,211
159600,BOAL EDELWEISS,WINE_VARIETAL WINE_VARIETAL,211
75589,BLENDED RYE WHISKY UME SHU,SPIRITS_TYPE WINE_SUBSTYLE,77
107127,BANYLUS BOURBON WHISKY,WINE_VARIETAL SPIRITS_TYPE,211
134868,ST. VINCENT AUSLESE,WINE_VARIETAL WINE_VARIETAL,211
141316,CINNAMON SANGIOVESE,FLAVOR_STYLE WINE_VARIETAL,57
5597,MELON DE BOURGOGNE SCHWARZBIER,WINE_VARIETAL BEER_MICRO,211
34341,CHANCELLOR (NOIR) GOSE,WINE_VARIETAL BEER_MICRO,211
56963,HONEY COCONUT,FLAVOR_STYLE FLAVOR_STYLE,57
193878,WHEAT WHISKY STRAIGHT WHISKY,SPIRITS_TYPE SPIRITS_TYPE,77
112446,NIAGARA SPIRIT WHISKY,WINE_VARIETAL SPIRITS_TYPE,211
166857,MUSCADET LAGREIN,WINE_VARIETAL WINE_VARIETAL,211
148971,LEES BRANDY CHAMBOURCIN,SPIRITS_TYPE WINE_VARIETAL,77
80263,COLA CLARET,FLAVOR_STYLE WINE_VARIETAL,57
35423,MAPLE STEAM BEER or CALIFORNIA COMMON,FLAVOR_STYLE BEER_MICRO,57
14570,ROSÉ WHEATWINE,WINE_STYLE BEER_MICRO,13
227299,CREME DE NOIRET,SPIRITS_TYPE WINE_VARIETAL,77
205654,PILSNER or PILSENER KATELYN,BEER_MICRO WINE_VARIETAL,75
10296,BANYLUS ENGLISH PALE ALE,WINE_VARIETAL BEER_MICRO,211
127099,RYE MALT WHISKY PORT,SPIRITS_TYPE WINE_STYLE,77
180052,BLENDED RYE WHISKY NORTON,SPIRITS_TYPE WINE_VARIETAL,77
159720,BLENDED WHEAT WHISKY EDELWEISS,SPIRITS_TYPE WINE_VARIETAL,77
46573,VALPOLICELLA VARIETY,WINE_VARIETAL FLAVOR_BROAD,211
60403,CLARET RYE MALT WHISKY,WINE_VARIETAL SPIRITS_TYPE,211
25634,POMEGRANATE MACADAMIA,WINE_VARIETAL FLAVOR_STYLE,211
87986,CORN WHISKY VIGNOLES,SPIRITS_TYPE WINE_VARIETAL,77
140329,SHANDY MARSALA,BEER_MICRO WINE_VARIETAL,75
193532,DIAMOND BLENDED CORN WHISKY,WINE_VARIETAL SPIRITS_TYPE,211
217924,KUNSHU RUBY CABERNET,WINE_SUBSTYLE WINE_VARIETAL,18
147545,STRAIGHT WHEAT WHISKY PINOT GRIGIO,SPIRITS_TYPE WINE_VARIETAL,77
16760,MARZEN or OKTOBERFEST GRISETTE,BEER_MICRO BEER_MICRO,75
204276,PASSIONFRUIT CAYUGA (WHITE),FLAVOR_STYLE WINE_VARIETAL,57
108686,STRIAGHT CORN WHISKY CORN WHISKY,SPIRITS_TYPE SPIRITS_TYPE,77
133510,COLOMBARD ALBARIÑO,WINE_VARIETAL WINE_VARIETAL,211
115455,PUMPKIN ALE STRAIGHT MALT WHISKY,BEER_MICRO SPIRITS_TYPE,75
46716,RKATSITELI VARIETY,WINE_VARIETAL FLAVOR_BROAD,211
5050,BLANC DE NOIRS MARZEN or OKTOBERFEST,WINE_VARIETAL BEER_MICRO,211
50093,DOPPELBOCK LICORICE,BEER_MICRO FLAVOR_STYLE,75
95808,BLENDED BOURBON WHISKY PAPAYA,SPIRITS_TYPE FLAVOR_STYLE,77
31050,COFFEE DOPPELBOCK,FLAVOR_STYLE BEER_MICRO,57
140288,TANGERINE MARSALA,FLAVOR_STYLE WINE_VARIETAL,57
119764,QUADRUPEL ROCK AND RYE,BEER_MICRO SPIRITS_TYPE,75
102880,CAVA APRICOT,WINE_VARIETAL FLAVOR_STYLE,211
12402,LAGER SOUR ALE,BEER_STYLE BEER_MICRO,8
158721,BLAUFRÄNKISCH CRÉMANT,WINE_VARIETAL WINE_VARIETAL,211
186499,RUBY CABERNET AUXERROIS,WINE_VARIETAL WINE_VARIETAL,211
141791,MINT ARAK,FLAVOR_STYLE WINE_VARIETAL,57
33512,MINT IMPERIAL STOUT,FLAVOR_STYLE BEER_MICRO,57
70490,UGNI BLANC KIRSCHWASSER,WINE_VARIETAL SPIRITS_TYPE,211
161764,PINOT BLANC NEGRETTE,WINE_VARIETAL WINE_VARIETAL,211
59516,TORRONTÉS MEZCAL,WINE_VARIETAL SPIRITS_BROAD,211
204953,EDELWEISS CHARDONEL,WINE_VARIETAL WINE_VARIETAL,211
97192,PINOT MEUNIER PEACH,WINE_VARIETAL FLAVOR_STYLE,211
13193,FRASCATI OATMEAL STOUT,WINE_VARIETAL BEER_MICRO,211
158978,BLENDED CORN WHISKY DE CHAUNAC,SPIRITS_TYPE WINE_VARIETAL,77
19507,COLOMBARD QUADRUPEL,WINE_VARIETAL BEER_MICRO,211
108744,GAMAY CORN WHISKY,WINE_VARIETAL SPIRITS_TYPE,211
137323,MEAD CARIGNAN,WINE_VARIETAL WINE_VARIETAL,211
218902,STEEN MANZANILLA,WINE_VARIETAL WINE_VARIETAL,211
132597,VINHO VERDE KUNSHU,WINE_VARIETAL WINE_SUBSTYLE,211
67275,ROGGENBIER or RYE BEER DRIED FRUIT BRANDY,BEER_MICRO SPIRITS_TYPE,75
159353,WINTER WARMER EDELWEISS,BEER_MICRO WINE_VARIETAL,75
98995,ROCK AND BOURBON LAVENDER,SPIRITS_TYPE FLAVOR_STYLE,77
99826,GRAIN SPIRITS MANGO,SPIRITS_TYPE FLAVOR_STYLE,77
202751,LAMBIC or GUEUZE PINOT BLANC,BEER_MICRO WINE_VARIETAL,75
185928,GARGANEGA CHAMPAGNE,WINE_VARIETAL WINE_VARIETAL,211
141328,STRAIGHT WHISKY SANGIOVESE,SPIRITS_TYPE WINE_VARIETAL,77
153529,KUNSHU SAUVIGNON BLANC,WINE_SUBSTYLE WINE_VARIETAL,18
225291,LEES BRANDY CHIANTI CLASSICO,SPIRITS_TYPE WINE_VARIETAL,77
147683,GATTINARA PINOT GRIGIO,WINE_VARIETAL WINE_VARIETAL,211
208336,FRONTENAC GRIS SAUVIGNON GRIS,WINE_VARIETAL WINE_VARIETAL,211
56325,IMPERIAL or BALTIC PORTER PASSIONFRUIT,BEER_MICRO FLAVOR_STYLE,75
52443,VIVANT PEAR,WINE_VARIETAL FLAVOR_STYLE,211
26440,HUCKLEBERRY GRAIN SPIRITS,FLAVOR_STYLE SPIRITS_TYPE,57
60089,GAMAY BEAUJOLAIS RYE WHISKY,WINE_VARIETAL SPIRITS_TYPE,211
101733,TEQUILA CARAMEL,SPIRITS_BROAD FLAVOR_STYLE,13
144455,VODKA COLOMBARD,SPIRITS_TYPE WINE_VARIETAL,77
84244,MALBEC SHERRY,WINE_VARIETAL WINE_VARIETAL,211
38652,ADJUNCT LAGER SAHTI,BEER_MICRO BEER_MICRO,75
16767,CHOCOLATE or COCOA BEER GRISETTE,BEER_MICRO BEER_MICRO,75
192455,SCOTCH WHISKY RUM,SPIRITS_TYPE SPIRITS_BROAD,77
180537,SAMBUCA PETITE MILO,SPIRITS_TYPE WINE_VARIETAL,77
163061,BOURBON MASH WHISKY RKATSITELI,SPIRITS_TYPE WINE_VARIETAL,77
177818,AUXERROIS EHRENFELSER,WINE_VARIETAL WINE_VARIETAL,211
52204,MEZCAL PEAR,SPIRITS_BROAD FLAVOR_STYLE,13
156865,LIGHT BODY PINOT NOIR,WINE_SUBSTYLE WINE_VARIETAL,18
42568,COCONUT BERLINER WEISSE,FLAVOR_STYLE BEER_MICRO,57
99978,CABERNET SAUVIGNON MANGO,WINE_VARIETAL FLAVOR_STYLE,211
223327,SHANDY MUSCAT,BEER_MICRO WINE_VARIETAL,75
81451,PINOT MEUNIER GAMAY,WINE_VARIETAL WINE_VARIETAL,211
162806,FRUIT BRANDY RKATSITELI,SPIRITS_TYPE WINE_VARIETAL,77
199667,BLUSH AGLIANCO,WINE_VARIETAL WINE_VARIETAL,211
181315,BITTERS SYRAH,SPIRITS_BROAD WINE_VARIETAL,13
227040,GAMAY ALICANTE BOUSCHET,WINE_VARIETAL WINE_VARIETAL,211
170551,SHERRY SIEGERREBE,WINE_STYLE WINE_VARIETAL,13
36201,ORTEGA SCOTCH ALE,WINE_VARIETAL BEER_MICRO,211
95830,MÜLLER-THURGAU PAPAYA,WINE_VARIETAL FLAVOR_STYLE,211
199813,COLOMBARD AGLIANCO,WINE_VARIETAL WINE_VARIETAL,211
25650,SHIRAZ MACADAMIA,WINE_VARIETAL FLAVOR_STYLE,211
26154,CATAWBA LIQUEUR or CORDIAL,WINE_VARIETAL SPIRITS_BROAD,211
143363,PORT SOVEREIGN OPAL,WINE_STYLE WINE_VARIETAL,13
120913,CURACAO ROCK AND RUM,SPIRITS_TYPE SPIRITS_TYPE,77
130229,DOPPELBOCK MEDIUM SWEET,BEER_MICRO WINE_SUBSTYLE,75
215696,IMPERIAL or DOUBLE IPA GRIGNOLINO,BEER_MICRO WINE_VARIETAL,75
7784,STRAIGHT WHEAT WHISKY MILD ALE,SPIRITS_TYPE BEER_MICRO,77
106657,CARIGNAN VODKA,WINE_VARIETAL SPIRITS_TYPE,211
74453,SMOKED PORTER GINJO,BEER_MICRO WINE_SUBSTYLE,75
187000,DORTMUNDER SAUTERNS,BEER_MICRO WINE_VARIETAL,75
30365,FRASCATI OAKY,WINE_VARIETAL WINE_SUBSTYLE,211
70207,WHEATWINE KIRSCHWASSER,BEER_MICRO SPIRITS_TYPE,75
224675,DOPPELBOCK NIGORI,BEER_MICRO WINE_SUBSTYLE,75
27429,ROCK AND RYE BLENDED IRISH WHISKY,SPIRITS_TYPE SPIRITS_TYPE,77
192863,BLEND ADVOCAAT,WINE_STYLE SPIRITS_BROAD,13
12679,ALIGOTÉ SOUR ALE,WINE_VARIETAL BEER_MICRO,211
132046,CARMENERE DRY,WINE_VARIETAL WINE_SUBSTYLE,211
178745,DIAMOND GEISENHEIM,WINE_VARIETAL WINE_VARIETAL,211
15455,CRANBERRY FLANDERS RED ALE,FLAVOR_STYLE BEER_MICRO,57
187796,CINSAUT ACAI,WINE_VARIETAL WINE_VARIETAL,211
